ContentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
911037000000000000,Burger King aceita pedidos via mensagens no Facebook - Startupi (ID: 911037455259135591),Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery (ID: -3348652277274905234),1º Congresso Brasileiro de IoT - Embarcados (ID: 4045164454094417310),Nova pulseira tecnológica avisa se você já bebeu demais (ID: -8948234514303933700),"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim! (ID: 1577045425286888616)",Google lança experimentos com inteligência artificial | Google Discovery (ID: 7529823674661315431)
943818000000000000,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com (ID: 943818026930898372)",Big IT Rising (ID: -1654063646246197191),An operating model for company-wide agile development (ID: 4139191914110236238),You won't recognize the new world of digital payments without this report (ID: -1622037268576555626),An operating model for company-wide agile development (ID: 7255021292858609470),Embracing Agile (ID: 5238119115012015307)
957332000000000000,Tasting Dagger 2 on Android (ID: 957332268361319692),Criando ícones animados no Android (ID: 6644171916702621557),Hype Driven Development (ID: -3020916840917845519),Client-side ranking to more efficiently show people stories in feed (ID: 8195862936106508846),You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart (ID: 5217724704513784613),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)"
962288000000000000,Slack and Google announce partnership focused on better integrating their services (ID: 962287586799267519),Why Netflix thinks its personalized recommendation engine is worth $1 billion per year (ID: -1556169727291354289),Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC (ID: -8190931845319543363),Google researchers teach AIs to see the important parts of images - and tell you about them (ID: 430255078684584595),"DARPA Goes ""Meta"" with Machine Learning for Machine Learning (ID: -377975173223377441)",Using behavioral data to improve customer satisfaction (ID: -4024778022934140027)
980458000000000000,Elasticsearch: CSV exporter for Kibana Discover (ID: 980458131533897249),Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem (ID: -1452340812018195881),"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre (ID: -5011709367955107239)",Cordova iOS Performance Improvements: Drop-in Speed with WKWebView (ID: -2504825704002833401),Usando o git add interativo (ID: -7294716554902079523),Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória (ID: 464601875539492971)
991272000000000000,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI (ID: 991271693336573226),Introducing Ask a Female Engineer (ID: 1990052153136096105),Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio (ID: 1283472251609674486),"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim! (ID: 1577045425286888616)",Burger King aceita pedidos via mensagens no Facebook - Startupi (ID: 911037455259135591),Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito (ID: 4184543400419595673)
1005750000000000000,Seria Stranger Things uma obra de arte do algoritmo da Netflix? (ID: 1005751836898964351),The AI business landscape (ID: 7395435905985567130),How Mark Zuckerberg Led Facebook's War to Crush Google Plus (ID: 3320201327008235211),Why Google App Engine rocks: A Google engineer's take (ID: 4118743389464105405),"Amazon open-sources its own deep learning software, DSSTNE (ID: -1114438937697017987)",What the Google I/O schedule tells us about the future of Android (ID: -8618420761918493321)
1012460000000000000,"Como o e-commerce brasileiro pode, enfim, começar a lucrar (ID: 1012456848389051365)",From E-Commerce to Web 3.0: Let the Bots Do the Shopping (ID: 8402348887626635381),Não existe frete grátis! (ID: -3170783292462058942),As compras e os hábitos dos brasileiros no shopping | EXAME.com (ID: -170687954910264210),Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso (ID: 4313871021753084020),Por que o Walmart não é Walmart no Brasil (ID: -4386371945374980231)
1019710000000000000,Assista a entrevista de Linus Torvalds no TED legendada (ID: 1019706997674210703),StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)",Firebase Test Lab for Android (ID: -1995591062742965408),Firebase and Google Cloud: better together (ID: 6852597772196653540),It's The Future (ID: -7986975759046428357)
1021470000000000000,Lists are the new search (ID: 1021466437456217445),Alecrim/AlecrimCoreData (ID: -4974757204495953627),Joel on Software (ID: -3027055440570405664),Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370)
1024150000000000000,Porto Seguro compra carteira de seguros Auto da Chubb (ID: 1024145536490998555),Jeff Seguros: SEGUROS E GAMES (ID: -559964548932224920),Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro (ID: -5065077552540450930),Transforming life insurance with design thinking (ID: 4369833742675497700),Liberty vai adotar telemetria e baratear seguro para bons motoristas (ID: 7181581805250416928),BDD Best Practices and Guidelines - Testing Excellence (ID: -5488842573681626972)
1031060000000000000,Evernote anuncia integração com Google Drive | Google Discovery (ID: 1031060816592502094),A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley' (ID: 3495098006178009360),The technology behind preview photos (ID: -8954346068661072425),Testes unitários vs aceitação - Android Dev BR (ID: 1567984561327445971),Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab (ID: -8771338872124599367),The Ten Commandments of Egoless Programming (ID: -1878128207048892154)
1060160000000000000,Internet of Things Drives Outcome-Based Business Models (ID: 1060159005880386235),How to finish 3D printed PLA objects (ID: -3864069617285644895),Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão (ID: -5044204125574973395),DBA BRASIL no INTEROPMIX 2016 (ID: -3944300307678659798),Standing on the Shoulders of Giants - Built to Adapt (ID: -4831310174172854034),"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy (ID: -6523871595334455509)"
1107740000000000000,Peças Translúcidas (ID: 1107739178195154647),How to finish 3D printed PLA objects (ID: -3864069617285644895),Lentes de contato inteligentes serão o wearable definitivo (ID: -4333056764244640444),"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim! (ID: 1577045425286888616)",Laboratório da Disney cria robô que pula (ID: -1787737696395220629),Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design (ID: -1590585250246572231)
1283470000000000000,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio (ID: 1283472251609674486),Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito (ID: 4184543400419595673),Para entender o Dia Internacional contra a Homofobia (ID: -1038011342017850),Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters (ID: 400125073514833994),The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais (ID: 2103268612948910635)
1318980000000000000,"Google acquires Synergyse, an interactive training service for Google Apps (ID: 1318981494172475806)","Google launches Springboard, an AI-powered assistant for its enterprise customers (ID: -4205346868684833897)","Hello, a nova rede social do Orkut, está liberada no Brasil (ID: 3779434447835779494)",Building more accessible technology (ID: -6347212504547574224),"Bots, Messenger and the future of customer service (ID: -8279505492976427918)",The AI business landscape (ID: 7395435905985567130)
1348740000000000000,Johnson & Johnson comprará grupo suíço por US$ 30 bi (ID: 1348739322889189648),Dries Buytaert (ID: -1630229587164086350),Who sponsors Drupal development? | Dries Buytaert (ID: -5198756378866433953),Johnson & Johnson compra líder global em dermocosméticos | EXAME.com (ID: 2817960273225808857),What Google AMP Means for Every Marketer (ID: -885453047081832598),A nova sede da LEGO na Dinamarca é toda sobre colaboração (ID: 358192030955601318)
1356220000000000000,The brilliant mechanics of Pokémon Go (ID: 1356221992133852808),The Physical Web (ID: -538948733779286129),Mobile marketing statistics 2016 (ID: 3149164017776669829),Can Accenture Take Over Advertising? (ID: 5293701842202310496),"No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)",Chat Smarter with Allo (ID: -6858665134018491791)
1379550000000000000,Eclipse Foundation Releases Neon (ID: 1379546145237381445),Kubernetes (ID: 4151147085496712967),Graph Capabilities with the Elastic Stack (ID: -8085935119790093311),Serverless Data Sync in Web Apps with Bit Torrent (ID: 6062146090334604102),JavaServer Faces 2.3 Quick Reference - DZone Java (ID: 6910763794618680440),Pull request first - Practical Blend (ID: 8657408509986329668)
1415230000000000000,Machine Learning Is Redefining The Enterprise In 2016 (ID: 1415230502586719648),Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real... (ID: 5092635400707338872),The barbell effect of machine learning. (ID: 3269302169678465882),"Hello, TensorFlow! (ID: -5253644367331262405)",How enterprise architects can help ensure success with digital transformations (ID: -2554512494756911972),The Internet of Things is looking for its VisiCalc (ID: 5018472516978866574)
1436880000000000000,The future of the shopping mall (ID: 1436883058900979473),Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi (ID: -3102446808559723934),MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons (ID: 6201946560186605500),6 exemplos de como usar computação cognitiva | EXAME.com (ID: -5414889822782394955),Quando usar paginação e quando usar scroll infinito? (ID: -2948321821574578861),Shopping app Spring's redesign could be a game-changer (ID: 7459726589306441015)
1441250000000000000,One Dollar Board: Um projeto brasileiro para revolucionar a educação (ID: 1441248639512899483),11 Internet of Things (IoT) Protocols You Need to Know About (ID: -3723217532224917485),Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs (ID: -7539387928750597096),Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz (ID: 1580124381109623727),NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas... (ID: -5784991738549272379),Comercial japonês cria cidade de papel com caneta que conduz eletricidade (ID: -7553931975579248065)
1468330000000000000,What is WebAssembly? The Dawn of a New Era - JavaScript Scene (ID: 1468327003955810686),StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores (ID: 7507067965574797372),The Importance of Code Reviews (ID: 7534917347133949300),Post: Just Say mNo to Hungarian Notation (ID: 5008913705695203000),Assista a entrevista de Linus Torvalds no TED legendada (ID: 1019706997674210703)
1469580000000000000,Don't document your code. Code your documentation. (ID: 1469580151036142903),Como testar exceções em Java com o JUnit - Code a Test (ID: -2402288292108892893),Concrete things you can do about your technical debt (ID: -5605799891597699962),Using DiffUtil in Android RecyclerView (ID: 2508620055362300376),When to make a Git Commit (ID: -8627051188605351707),Testes unitários vs aceitação - Android Dev BR (ID: 1567984561327445971)
1549650000000000000,Spark comparison: AWS vs. GCP (ID: 1549650080907932816),Google's Cloud Machine Learning service is now in public beta (ID: -9033211547111606164),Machine Learning Is No Longer Just for Experts (ID: 5258604889412591249),"The ""Joel Test"" for Data Science (ID: -1403735753867098241)",Scala is the new golden child (ID: -5363263367015469934),Google cloud boss Diane Greene: We're winning against AWS and Microsoft (ID: 8559816910657872807)
1561240000000000000,New Amazon Linux Container Image for Cloud and On-Premises Workloads (ID: 1561244083438776495),Build Quality In: The Key to Continuous Delivery in Kanban (ID: -78667914647336721),Do You Suffer From Deployment Anxiety? - DZone DevOps (ID: -3678789633202302491),Mastering Bash and Terminal (ID: 569574447134368517),Labelling automated builds on Docker Hub - Microscaling Systems (ID: 672199059798181601),The Ten Commandments of Egoless Programming (ID: -1878128207048892154)
1567980000000000000,Testes unitários vs aceitação - Android Dev BR (ID: 1567984561327445971),Using DiffUtil in Android RecyclerView (ID: 2508620055362300376),Evernote anuncia integração com Google Drive | Google Discovery (ID: 1031060816592502094),Developing Android unit and instrumentation tests - Tutorial (ID: 3881851296308711302),"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)",The technology behind preview photos (ID: -8954346068661072425)
1577050000000000000,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim! (ID: 1577045425286888616)",Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery (ID: -3348652277274905234),Burger King aceita pedidos via mensagens no Facebook - Startupi (ID: 911037455259135591),1º Congresso Brasileiro de IoT - Embarcados (ID: 4045164454094417310),Nova pulseira tecnológica avisa se você já bebeu demais (ID: -8948234514303933700),Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI (ID: 991271693336573226)
1580120000000000000,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz (ID: 1580124381109623727),Mary Meeker's essential 2016 Internet Trends Report (ID: -2683134512107439488),The AI business landscape (ID: 7395435905985567130),Par de alianças impede que seu parceiro assista Netflix sem você (ID: 6783622248311192269),Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab (ID: -8771338872124599367),The return of the machinery question (ID: 3779639438468810958)
1639450000000000000,Rating the English Proficiency of Countries and Industries Around the World (ID: 1639450243805666792),Build Quality In: The Key to Continuous Delivery in Kanban (ID: -78667914647336721),Top 30 Commonly Confused Words in English (ID: -759389978085260161),"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object (ID: 8962537427807366481)",The real reasons you procrastinate - and how to stop (ID: -2549933363319068481),Tech in Brazil is booming despite the country's political troubles (ID: 6437568358552101410)
1649090000000000000,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender (ID: 1649085803937938638),The AI business landscape (ID: 7395435905985567130),Text summarization with TensorFlow (ID: 6340108943344143104),Touch (TV Series 2012-2013) (ID: -7399665664688732365),Here's proof that Google is getting serious about battling Facebook in a key area (ID: -7331393944609614247),"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack (ID: -8800029253812071912)"
1649750000000000000,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack (ID: 1649752043999819668),Mercado de Cosméticos no Brasil - Setor que não conhece crise! (ID: -5039153034159656707),"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine (ID: 2633209697262372913)",Mobify report reveals impact of mobile website speed (ID: -8950763842769120954),Things you probably didn't know you could do with Chrome's Developer Console (ID: -3040610224044779845),Não existe frete grátis! (ID: -3170783292462058942)
1734270000000000000,WeChat's world (ID: 1734266821019430183),WeChat's competitor to Slack has arrived (ID: 6850500272809381909),"How I built an app with 500,000 users in 5 days on a $100 server (ID: 4259370161044254504)","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic (ID: -8159730897893673528)",Multi-Channel Marketing in 2015 - It's not rocket science. (ID: 156889606517612871),Acquia Engage Awards Finalists Announced (ID: 5328558001212551235)
1738050000000000000,Como resolver conflitos no ambiente corporativo us (ID: 1738052593226421681),Investimentos em coaching e mentoring aumentam nas empresas (ID: -5952729859839521828),O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil (ID: -4509487968959834430),How to augment your career with leadership coaching (ID: 8586403905004879205),Cinco competências comportamentais para você ser um bom líder (ID: 6044362651232258738),Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor (ID: 8224860111193157980)
1768070000000000000,55 fornecedores de TI que apresentarão novidades no Ciab 2016 (ID: 1768072794787289517),How to Create an Exponential Mindset (ID: 8215778202715904841),The surprising truth about which countries lead in digital (ID: 3273084325487543386),Transforming life insurance with design thinking (ID: 4369833742675497700),MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel (ID: -5684357871122991503),Meio&Mensagem (ID: 2259988589066296676)
1768980000000000000,Top 5 Android Testing Frameworks with Examples (ID: 1768976290984301641),"Espresso Intents: não é magia, é tecnologia! - Android Dev BR (ID: -7423191370472335463)",Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog (ID: 2229625391864201918),Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305),Microservices testing (ID: -78066964941874046),The Broken Window Theory (ID: -6156751702010469220)
1796620000000000000,"Fresco, sim! - Android Dev BR (ID: 1796618361228441836)",StrictMode for Runtime Analysis on Android - Google Developers (ID: 4300652811307550975),Creating Compound Views on Android (ID: 6620060201676471218),Firebase Test Lab for Android (ID: -1995591062742965408),"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog (ID: -6592496241044177853)",Android Mobile Vision restores operation and adds Text API | Android Developers Blog (ID: 2495913984359439198)
1797760000000000000,Mobile Time (ID: 1797761064772338938),PwC faz virada digital e já fatura US$ 1 bilhão no mundo (ID: 5964888566269323942),6 exemplos de como usar computação cognitiva | EXAME.com (ID: -5414889822782394955),Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento (ID: -3850803681204406658),MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons (ID: 6201946560186605500),The new tech talent you need to succeed in digital (ID: 4785499183287168509)
1854870000000000000,O dia em que tive mais medo de estar errada. (ID: 1854874463930846880),Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters (ID: 400125073514833994),#Sentaquelávemtextão (ID: -4278025512576376201),A minha viagem à Maternidade #tetodomundo (ID: -1297580205670251233),Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube (ID: 5037221949349729844),As expectativas das mulheres da Geração Y são muitas (ID: 2719909253419802298)
1862500000000000000,Cinco competências essenciais ao IT Leaders - CIO (ID: 1862503310075246782),"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic (ID: -8159730897893673528)",The future of the shopping mall (ID: 1436883058900979473),Nubank e Goldman fecham parceria de R$ 200 milhões (ID: 7818691400791322406),Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi (ID: -3102446808559723934),Mobile Time (ID: 1797761064772338938)
1873950000000000000,Hype Driven Development (ID: 1873952032843878490),Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly (ID: 5940374562401786524),How to build cross-platform mobile apps using nothing more than a JSON markup (ID: 2277184202014276839),Spring Boot 1.5.1 released (ID: 5429045128339158843),Communication patterns in a Microservice world (ID: -5813211845057621660),Aplicações da Inteligência artificial | Endeavor Brasil (ID: -5403733687257676872)
1878780000000000000,What Apple's differential privacy means for your data and the future of machine learning (ID: 1878784080584939832),Joel on Software (ID: -3027055440570405664),Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris (ID: 5045927063019110283),"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts (ID: -330801551666885085)",Ordering coffee in Italy: the 10 commandments (ID: -1313614305945895108),WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday (ID: -8189315446782327370)
1881530000000000000,9 Non-Threatening Leadership Strategies for Women (ID: 1881534532776527237),Google employees are adding 'Lady' to their job titles to fight sexism (ID: 5302085907556673015),"An independent organization just ranked Google as the best cloud, beating Amazon (ID: 7229629480273331039)",A minha viagem à Maternidade #tetodomundo (ID: -1297580205670251233),Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters (ID: 400125073514833994),Jury finds Google's implementation of Java in Android was fair use (ID: -3912939678517879962)
1929670000000000000,Diane Greene wants to put the enterprise front and center of Google Cloud strategy (ID: 1929674614667189969),Two Different Sales Motions . . . . (ID: 6519443272707698315),An operating model for company-wide agile development (ID: 4139191914110236238),Staying one step ahead at Pixar: An interview with Ed Catmull (ID: 6152652267138213180),7 Questions to Ask Before Your Next Digital Transformation (ID: 5533752987392101383),2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist (ID: 2822049545552366036)
1990050000000000000,Introducing Ask a Female Engineer (ID: 1990052153136096105),The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer (ID: -7217198366041991957),Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito (ID: 4184543400419595673),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560),"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)"
1992930000000000000,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery (ID: 1992928170409443117),"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem (ID: 7734121175534200554)",Olli: Artificial Intelligence for the real world of connected commuting (ID: 4039031731864440026),Advanced Android Espresso (ID: -6654470039478316910),"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery (ID: 5087084654882097891)",Microservices Architecture on Google App Engine (ID: -5283009029345397378)
2025470000000000000,Serverless real-time architecture on AWS: there is a way ! (ID: 2025471325746532174),"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems (ID: 7226503561499839165)",Serverless Architectures (ID: -2828628091730682303),Learning How to Learn: The Most Important Developer Skill - Free Code Camp (ID: -1291869519847635026),Angular 2 versus React: There Will Be Blood - Free Code Camp (ID: -7387185690512762935),Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema (ID: -3675009040647936899)
2048660000000000000,Creating value in auto finance with vLendRight | Kevin Moseri (ID: 2048657552251060795),Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada (ID: 7520301770873472812),Google acquires deep search engine Kifi to enhance its Spaces group chat app (ID: -4216050818952952471),Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio (ID: -5636731245639685654),The economic essentials of digital strategy (ID: 4774970687540378081),Goodbye accountants! Startup builds AI to automate all your accounting (ID: -6820241302436968068)
2072450000000000000,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans (ID: 2072448887839540892)",Banking Needs a Customer Experience Wake-Up Call (ID: -8900113512825364282),"No, Apple isn't the next BlackBerry - it's the next Microsoft (ID: -3750879736572068916)",XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês (ID: -2899726011463496555),Confused by blockchains? Revolution vs Evolution (ID: 2916072977192006313),Mobile marketing statistics 2016 (ID: 3149164017776669829)
2103270000000000000,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais (ID: 2103268612948910635),Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio (ID: 1283472251609674486),Why Is Learning Drupal Hard? (ID: 7612428320594238723),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560),"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas (ID: 6426224004219108539)",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito (ID: 4184543400419595673)
2106560000000000000,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement (ID: 2106559900295325351)",Anti-If: The missing patterns (ID: -5148591903395022444),Four Node.js Gotchas that Operations Teams Should Know about - The New Stack (ID: 1649752043999819668),Mobify report reveals impact of mobile website speed (ID: -8950763842769120954),Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema (ID: -3675009040647936899),"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine (ID: 2633209697262372913)"
2124030000000000000,Designer Creates 13 Perfect Circles to Draw Almost Any Animal (ID: 2124033843135988844),"Margaret Gould Stewart: How giant websites design for you (and a billion others, too) (ID: 5688279681867464747)",A identidade visual de Budapeste para as Olimpíadas de 2024 (ID: -8142426490949346803),Branding é problema seu. E meu. (ID: 6829640091575814990),Chrome OS now has Material Design for the desktop (ID: -9192549002213406534),10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better (ID: 18930987176089166)
2134260000000000000,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls (ID: 2134259819148812594)",Mercado de Cosméticos no Brasil - Setor que não conhece crise! (ID: -5039153034159656707),As compras e os hábitos dos brasileiros no shopping | EXAME.com (ID: -170687954910264210),MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons (ID: 6201946560186605500),Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi (ID: -3102446808559723934),Não existe frete grátis! (ID: -3170783292462058942)
2156240000000000000,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção (ID: 2156244701966673186)",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer (ID: -7217198366041991957),"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss (ID: 4629488036162962359)",The Genderbread Person v3 | It's Pronounced Metrosexual (ID: -5628897645967553681),Netflix emociona com vídeo destacando personagens LGBT (ID: 3998743085432844199),Workplace diversity in Brazil: there's still a long way to go (ID: 7851022564818849560)
2229630000000000000,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog (ID: 2229625391864201918),Top 5 Android Testing Frameworks with Examples (ID: 1768976290984301641),Resenha - A Chegada (ID: 3739926497176994524),"Espresso Intents: não é magia, é tecnologia! - Android Dev BR (ID: -7423191370472335463)",Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória (ID: 464601875539492971),Dicas avançadas de ruby (capybara/cucumber) (ID: -8043889175123948305)
2259990000000000000,Meio&Mensagem (ID: 2259988589066296676),Can Accenture Take Over Advertising? (ID: 5293701842202310496),The need to lead in data and analytics (ID: 6015995473246774717),Accenture amplia atuação no Brasil (ID: 6941466664989793964),Mobile Time (ID: 1797761064772338938),The surprising truth about which countries lead in digital (ID: 3273084325487543386)
2262660000000000000,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog (ID: 2262656830196923781)",Building Spring Cloud Microservices That Strangle Legacy Systems (ID: 90383487344892230),"Incrível, Skype se lembrou que o Linux existe! (ID: -5848755753905481990)",Combining Spring Boot and JDBI (ID: 7202701636941380671),VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl (ID: 4164212115654350513),Firebase and Google Cloud: better together (ID: 6852597772196653540)
2267320000000000000,Migrating from Parse to Bluemix (ID: 2267321579404324900),O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog (ID: -2447632164766022033),"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog (ID: -7492067511846042603)",The moment when you realize every server in the world is vulnerable - Free Code Camp (ID: -2271000159302779222),Olli: Artificial Intelligence for the real world of connected commuting (ID: 4039031731864440026),Mudanças na App Store podem não conquistar desenvolvedores | EXAME.com (ID: -5380376324140474506)
2277180000000000000,How to build cross-platform mobile apps using nothing more than a JSON markup (ID: 2277184202014276839),Communication patterns in a Microservice world (ID: -5813211845057621660),Hype Driven Development (ID: 1873952032843878490),Arquitetura de Microserviços habilitando APIs - Sensedia (ID: -7113155163062752691),Programming by poking: why MIT stopped teaching SICP (ID: -1492574794514500033),Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog (ID: 6947862790919978120)
2280370000000000000,The Best Linux Distros of 2016 (ID: 2280365999288629014),"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery (ID: 5087084654882097891)",Chrome OS now has Material Design for the desktop (ID: -9192549002213406534),"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online (ID: -6843047699859121724)",Using Microservices Architecture as API Enablement Strategy (ID: -7646922141533719881),Programming by poking: why MIT stopped teaching SICP (ID: -1492574794514500033)
2285210000000000000,Docker e .Net (ID: 2285214528595997209),Introduction to release engineering (ID: -348408475077850711),Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog (ID: 3205047378909988692),Our password hashing has no clothes (ID: -1199490911632553070),Bayer anuncia compra da Monsanto por US$ 66 bilhões (ID: -3302834510061927448),Microsoft expands its support for Docker containers (ID: -3351656282247453586)
